,states,City,Population,total_crimes,Aggravated Assault,Simple Assault,Intimidation,Murder and Nonnegligent Manslaughter,Negligent Man- slaughter,Justifiable Homicide,Human Trafficking Offenses,Commercial Sex Acts,Involuntary Servitude,Kidnapping/ Abduction,Rape,Sodomy,Sexual Assault With an Object,Fondling,"Sex Offenses, Non- forcible",Incest,Statutory Rape,Arson,Bribery,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism of Property,Embezzle- ment,Extortion/ Blackmail,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imper- sonation,Welfare Fraud,Wire Fraud,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin Op- erated Machine or Device,Theft From Motor Vehicle,Theft of  Motor  Vehicle Parts or Acces- sories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Betting/ Wagering,Operating/ Promoting/ Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Por- nography/ Obscene Material,Pros- titution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations
2830,TENNESSEE,Brownsville,9898,1361.0,102,260,56,1,0,0,0,0,0,7,6,2,0,4,3,0,3,3,0,126,19,176,6,0,25,22,10,0,0,0,1,103,73,3,85,26,64,18,12,1,87,39,0,0,0,0,0,0,0,0,18
2831,TENNESSEE,Bruceton,1448,70.0,6,8,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,9,0,0,0,2,0,0,0,0,0,3,4,0,4,0,7,0,0,0,9,4,0,0,0,0,0,0,0,0,1
2832,TENNESSEE,Burns,1455,56.0,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,7,0,0,2,2,3,0,0,0,0,2,5,0,4,1,6,2,0,0,2,2,0,0,0,0,0,0,0,0,0
2833,TENNESSEE,Calhoun,496,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,1,2,12,7,0,0,0,0,0,0,0,0,2
2834,TENNESSEE,Camden,3582,289.0,7,25,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28,11,31,0,0,13,5,4,0,1,0,0,0,91,0,14,1,18,9,0,0,19,4,0,0,0,0,0,0,0,0,1
2835,TENNESSEE,Carthage,2251,107.0,6,20,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,12,0,0,3,1,0,0,0,0,0,8,6,0,7,4,6,5,0,1,11,2,0,0,0,0,0,0,0,0,1
2836,TENNESSEE,Caryville,2206,158.0,8,15,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,26,1,0,1,2,1,0,0,0,0,6,19,0,8,2,19,8,1,0,10,3,0,0,0,0,0,0,0,0,1
2837,TENNESSEE,Celina,1483,94.0,4,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,0,0,0,0,0,0,1,0,0,4,1,0,2,0,6,2,0,0,15,12,0,0,0,0,0,0,0,0,0
2838,TENNESSEE,Centerville,3585,343.0,15,55,54,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,27,9,16,1,0,4,1,4,0,0,0,0,12,31,0,7,2,24,1,1,0,48,25,0,0,0,0,0,0,0,0,3
2839,TENNESSEE,Chapel Hill,1464,89.0,4,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,4,2,0,0,0,0,3,2,0,0,1,5,1,0,0,11,9,0,0,0,0,1,0,0,0,4
2840,TENNESSEE,Charleston,676,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0
2841,TENNESSEE,Chattanooga,174969,21463.0,1300,2215,156,23,0,2,2,1,1,20,81,9,4,69,6,1,5,16,1,1831,305,2618,177,4,460,387,107,0,43,14,14,2413,1390,18,1956,778,1163,879,324,37,1520,715,0,11,12,0,7,54,10,1,303
2842,TENNESSEE,Church Hill,6753,221.0,8,29,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,4,15,2,0,10,5,0,0,0,0,1,8,19,0,7,5,12,2,0,1,28,27,0,0,0,0,1,0,0,0,2
2843,TENNESSEE,Clarksville,150319,13652.0,728,2259,495,13,0,1,1,1,0,111,34,8,18,60,12,0,12,22,0,726,254,1251,74,5,587,415,331,0,0,0,1,1334,799,4,621,123,551,163,88,47,1135,843,1,0,3,0,28,18,72,0,403
2844,TENNESSEE,Cleveland,43650,5665.0,311,573,222,4,0,0,0,0,0,15,14,1,0,11,4,0,4,2,0,411,174,555,44,0,205,163,44,0,7,2,2,755,405,11,492,115,361,137,38,17,286,224,0,0,0,0,4,1,0,0,51
2845,TENNESSEE,Clifton,2668,51.0,3,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,3,18,0,0,0,0,0,0,0,0,0,2
2846,TENNESSEE,Clinton,9901,1113.0,50,139,46,0,0,0,0,0,0,1,0,0,0,4,1,0,1,4,0,56,12,100,19,1,61,51,10,0,4,0,0,207,72,2,53,25,58,14,9,4,52,47,0,0,0,0,2,0,0,0,8
2847,TENNESSEE,Collegedale,11353,478.0,9,46,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,27,15,7,6,0,15,17,16,0,3,0,0,76,22,0,35,8,16,9,2,7,68,56,0,0,0,0,1,0,0,0,8
2848,TENNESSEE,Collierville,49432,2100.0,41,238,71,0,0,1,0,0,0,3,2,0,0,16,1,0,1,0,0,76,51,207,24,0,9,53,71,1,0,0,0,266,60,0,129,2,276,29,7,6,252,182,0,0,0,0,1,1,0,0,23
2849,TENNESSEE,Collinwood,988,22.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,3,1,0,0,0,0,0,0,0,0,0
2850,TENNESSEE,Columbia,36405,3686.0,151,837,153,2,1,1,0,0,0,8,19,2,0,14,3,0,3,6,0,236,83,340,35,2,151,57,48,0,0,0,0,295,211,1,181,24,206,53,43,13,331,145,0,0,0,0,2,1,0,0,28
2851,TENNESSEE,Cookeville,31509,3461.0,109,420,91,0,0,0,0,0,0,3,9,7,2,19,3,0,3,2,0,198,72,194,21,3,114,111,34,1,21,0,1,307,231,2,234,74,122,81,19,23,550,328,0,0,0,0,2,7,7,1,35
2852,TENNESSEE,Coopertown,4411,66.0,3,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,9,1,0,2,0,1,0,0,0,0,0,1,0,4,2,7,1,1,0,10,7,0,0,0,0,0,0,0,0,3
2853,TENNESSEE,Covington,9008,1764.0,181,326,87,1,0,0,0,0,0,2,2,1,1,8,3,0,3,6,0,152,21,190,1,1,11,8,8,0,1,1,2,172,36,1,80,14,183,30,17,0,140,53,0,0,0,0,0,0,0,0,21
2854,TENNESSEE,Cowan,1713,72.0,4,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,2,1,0,0,0,1,0,4,0,6,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2855,TENNESSEE,Cross Plains,1732,284.0,7,16,12,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9,4,6,14,0,7,21,1,0,0,0,0,4,9,0,4,0,3,3,0,0,112,45,0,0,0,0,1,0,0,0,3
2856,TENNESSEE,Crossville,11445,1905.0,92,170,25,0,0,0,0,0,0,2,8,0,1,14,1,0,1,3,0,114,84,116,15,3,99,104,16,0,19,0,0,273,111,2,111,37,64,62,13,10,178,117,0,0,0,0,2,0,0,0,38
2857,TENNESSEE,Crump,1401,35.0,3,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,2,0,0,3,3,0,0,0,0,0,0,0,0,1
2858,TENNESSEE,Cumberland City,302,26.0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,1
2859,TENNESSEE,Dandridge,2892,322.0,14,29,12,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,17,7,24,5,0,5,1,8,0,0,0,0,19,18,1,13,5,15,6,1,0,60,54,0,0,0,0,0,0,0,0,2
2860,TENNESSEE,Dayton,7443,657.0,18,75,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,31,6,46,0,0,29,14,3,0,0,0,0,133,42,4,24,12,30,14,0,0,95,60,0,0,0,0,0,0,0,0,10
2861,TENNESSEE,Decatur,1563,225.0,19,13,11,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,14,8,21,0,0,1,7,3,0,0,0,0,8,5,1,6,1,25,2,4,0,44,21,0,0,0,0,0,0,0,0,6
2862,TENNESSEE,Decaturville,868,29.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,7,0,0,1,2,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,TENNESSEE,Decherd,2458,215.0,7,49,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,7,28,0,0,4,5,1,0,0,0,0,12,23,0,5,1,10,6,0,0,20,9,0,0,0,0,0,0,0,0,0
2864,TENNESSEE,Dickson,15074,2514.0,142,354,334,2,0,0,0,0,0,2,12,2,0,17,2,0,2,2,0,110,32,158,18,1,75,38,34,0,1,2,0,374,196,2,100,29,141,37,5,1,147,123,0,0,0,0,4,0,0,0,15
2865,TENNESSEE,Dover,1433,68.0,6,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,1,0,3,2,0,0,0,0,1,4,2,0,5,0,3,1,1,0,6,2,0,0,0,0,0,0,0,0,0
2866,TENNESSEE,Dresden,2887,160.0,7,26,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,19,0,0,4,2,0,0,0,0,0,11,4,0,4,0,8,1,3,0,38,13,0,0,0,0,0,0,0,0,1
2867,TENNESSEE,Dunlap,5131,447.0,14,64,14,1,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,48,17,54,4,0,8,3,6,0,0,1,0,52,32,0,21,5,32,14,2,0,19,21,0,0,0,0,0,0,0,0,8
2868,TENNESSEE,Dyer,2267,109.0,10,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,0,0,10,2,0,0,0,0,0,0,10,0,3,0,8,0,0,0,4,5,0,0,0,0,0,0,0,0,1
2869,TENNESSEE,Dyersburg,16766,3144.0,230,637,106,0,0,0,0,0,0,9,7,2,0,16,4,0,4,10,0,263,46,317,13,0,87,30,45,0,0,0,0,366,169,2,213,57,195,46,14,1,165,67,1,1,0,0,0,0,2,0,19
2870,TENNESSEE,East Ridge,21397,2205.0,119,364,53,1,0,0,0,0,0,7,7,1,0,14,1,0,1,3,0,223,63,49,13,0,96,21,31,0,0,0,1,84,225,2,220,92,106,132,40,36,89,88,0,0,0,0,1,0,0,0,22
2871,TENNESSEE,Elizabethton,14265,1854.0,47,198,195,0,0,0,0,0,0,1,4,0,2,1,3,0,3,1,0,83,42,153,7,0,50,41,21,0,1,1,1,359,20,1,107,7,267,18,4,2,126,74,0,0,0,0,2,0,0,0,12
2872,TENNESSEE,Elkton,562,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,TENNESSEE,Englewood,1532,284.0,14,38,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,15,2,18,0,0,1,2,4,0,0,0,0,2,18,2,11,2,15,4,1,1,71,56,0,0,0,0,0,0,0,0,1
2874,TENNESSEE,Erin,1306,121.0,17,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,20,0,0,3,2,1,0,0,3,0,5,14,1,1,1,5,0,0,0,13,7,0,0,0,0,0,0,0,0,3
2875,TENNESSEE,Erwin,6005,237.0,20,50,18,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,45,1,0,9,0,0,0,0,0,0,7,15,0,15,0,15,3,0,0,11,11,0,0,0,0,0,0,0,0,2
2876,TENNESSEE,Estill Springs,2049,115.0,8,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,1,0,1,0,3,0,0,0,0,4,7,0,8,0,7,5,2,1,14,10,0,0,0,0,0,0,0,0,0
2877,TENNESSEE,Ethridge,471,32.0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,1,1,0,2,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,1
2878,TENNESSEE,Etowah,3508,325.0,4,48,10,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,22,6,38,1,0,1,3,1,0,0,0,0,38,47,0,9,11,17,4,1,1,41,16,0,0,0,0,0,0,0,0,0
2879,TENNESSEE,Fairview,8331,442.0,13,52,24,0,0,0,0,0,0,1,4,0,0,1,1,0,1,0,0,16,9,24,0,0,10,15,9,0,2,0,0,54,24,0,12,5,35,9,0,6,68,29,0,0,0,0,2,3,1,9,3
2880,TENNESSEE,Fayetteville,7173,1040.0,70,200,101,1,0,0,0,0,0,3,5,0,0,1,0,0,0,2,0,45,31,154,17,0,48,22,4,0,0,1,0,92,66,2,26,8,57,7,11,1,29,27,0,0,0,0,0,0,0,0,9
2881,TENNESSEE,Franklin,72696,3016.0,103,388,80,1,0,0,1,1,0,19,18,5,1,18,2,1,1,4,0,95,51,163,48,0,155,93,192,2,4,2,0,308,221,0,181,93,111,48,24,10,326,188,0,0,0,0,3,23,15,0,17
2882,TENNESSEE,Friendship,673,23.0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2883,TENNESSEE,Gadsden,468,7.0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,TENNESSEE,Gainesboro,958,31.0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0
2885,TENNESSEE,Gallatin,34080,2045.0,89,404,36,0,0,0,0,0,0,3,2,2,0,12,5,0,5,0,0,54,52,134,14,0,71,34,37,0,3,0,1,137,84,1,60,14,67,16,12,8,372,286,0,0,0,0,1,1,1,0,27
2886,TENNESSEE,Gates,633,30.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,3,0,0,2,0,0,0,0,0,1,0,0,0,1
2887,TENNESSEE,Gatlinburg,4207,835.0,36,104,14,0,0,0,0,0,0,0,7,1,4,4,1,0,1,1,0,66,25,75,20,0,23,23,0,0,1,1,0,29,82,3,47,8,42,13,3,0,103,85,0,0,0,0,0,2,0,0,11
2888,TENNESSEE,Germantown,39361,1221.0,30,135,38,1,0,0,0,0,0,3,1,1,0,0,1,0,1,0,0,102,31,73,12,0,40,45,86,0,24,2,0,54,96,0,169,30,57,18,7,11,79,50,0,0,0,0,1,0,0,0,23
2889,TENNESSEE,Gibson,374,28.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,5,0,0,0,0,0,0,0,0,0
2890,TENNESSEE,Gleason,1400,62.0,3,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,4,0,4,0,0,0,0,2,4,0,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,TENNESSEE,Goodlettsville,17259,1364.0,37,160,26,2,1,0,0,0,0,2,5,0,1,4,0,0,0,0,0,68,32,117,21,0,55,5,20,0,3,1,0,231,74,3,68,22,43,15,20,4,196,103,0,0,0,0,0,4,1,1,19
2892,TENNESSEE,Gordonsville,1188,25.0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,2,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2893,TENNESSEE,Grand Junction,303,26.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,1,0,9,0,0,0,0,0,0,0,0,0,0
2894,TENNESSEE,Greenbrier,6746,675.0,17,96,35,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,17,7,36,0,0,6,4,4,0,0,0,0,4,18,0,14,5,9,7,4,2,230,118,0,0,1,0,18,0,0,0,15
2895,TENNESSEE,Greeneville,15031,1616.0,48,203,43,0,1,0,0,0,0,3,5,1,0,7,5,0,5,2,0,98,61,135,12,0,29,23,18,0,4,0,1,202,110,7,102,19,132,38,7,1,146,136,0,0,0,0,1,1,0,0,10
2896,TENNESSEE,Greenfield,2111,67.0,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,10,0,0,1,0,3,2,0,0,9,4,0,0,0,0,0,0,0,0,0
2897,TENNESSEE,Harriman,6182,911.0,35,158,19,0,0,0,0,0,0,3,3,1,0,6,0,0,0,1,0,72,15,58,1,0,13,24,9,0,0,1,0,22,55,4,30,4,72,23,5,1,148,116,0,0,0,0,4,0,0,0,8
2898,TENNESSEE,Henderson,6559,398.0,22,44,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,4,62,2,0,7,4,3,0,5,0,0,7,22,1,12,5,25,6,0,0,57,35,0,0,0,0,0,0,0,0,4
2899,TENNESSEE,Hendersonville,56106,2468.0,85,374,27,0,0,0,0,0,0,8,6,0,0,14,4,0,4,2,0,121,64,203,25,1,96,100,56,0,0,0,0,346,153,1,125,38,151,24,10,3,209,191,0,0,0,0,2,1,1,0,23
2900,TENNESSEE,Henning,916,87.0,12,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,18,0,0,0,3,0,0,0,0,0,5,2,0,2,0,11,1,2,0,1,0,0,0,0,0,0,0,0,0,1
2901,TENNESSEE,Henry,472,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2902,TENNESSEE,Hohenwald,3661,508.0,18,56,8,0,0,0,0,0,0,1,3,1,0,0,1,0,1,0,0,33,19,41,3,0,18,0,1,0,1,0,0,53,39,0,22,0,39,10,2,0,70,54,0,0,0,0,0,0,0,0,14
2903,TENNESSEE,Hornbeak,409,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2904,TENNESSEE,Humboldt,8324,844.0,56,123,38,0,0,0,0,0,0,3,4,3,1,2,1,0,1,2,0,73,11,119,2,0,8,1,2,0,0,0,0,133,53,0,22,10,44,9,12,0,54,46,0,0,0,0,0,0,0,0,11
2905,TENNESSEE,Huntingdon,3963,304.0,3,26,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,6,23,0,0,1,16,1,0,0,0,0,77,8,1,8,0,10,1,0,0,60,41,0,0,0,0,0,0,0,0,5
2906,TENNESSEE,Jacksboro,1952,386.0,10,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,12,1,0,1,3,2,0,1,0,2,151,23,0,17,0,17,6,0,4,68,12,0,0,0,0,0,0,0,0,4
2907,TENNESSEE,Jackson,67415,9384.0,542,1621,599,8,0,0,0,0,0,25,36,8,2,27,8,1,7,18,0,752,148,1336,59,2,260,265,96,0,9,5,4,715,530,5,418,104,399,127,138,18,637,310,1,0,0,0,7,28,1,17,91
2908,TENNESSEE,Jamestown,1937,195.0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,1,0,0,1,2,0,0,0,1,56,42,1,5,0,16,3,0,0,24,14,0,0,0,0,0,0,0,0,0
2909,TENNESSEE,Jasper,3310,224.0,8,24,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,15,17,1,0,18,14,2,0,0,0,0,16,12,0,9,3,14,4,0,0,29,10,0,0,0,0,0,1,0,0,2
2910,TENNESSEE,Jefferson City,8392,960.0,25,135,46,0,0,0,0,0,0,1,2,0,1,1,2,0,2,1,0,27,24,57,4,0,26,9,5,0,1,0,0,122,43,3,15,6,101,9,1,0,155,124,0,0,0,0,3,0,0,1,8
2911,TENNESSEE,Jellico,2261,173.0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,23,0,0,0,0,0,0,0,0,0,22,9,0,4,0,1,3,1,0,36,33,0,0,0,0,0,0,0,0,2
2912,TENNESSEE,Johnson City,66369,5263.0,168,719,108,4,0,0,0,0,0,5,12,4,3,23,2,0,2,8,1,401,92,390,39,0,190,84,66,0,5,3,1,860,345,4,452,101,239,95,46,15,407,302,0,0,0,0,0,0,0,0,67
2913,TENNESSEE,Jonesborough,5283,276.0,3,32,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,20,15,27,2,0,10,13,6,0,1,0,1,12,15,1,19,2,20,1,3,1,32,23,0,0,0,0,0,0,0,0,3
2914,TENNESSEE,Kenton,1224,84.0,2,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,13,0,0,0,0,1,0,0,1,0,0,0,0,4,0,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2915,TENNESSEE,Kimball,1395,190.0,4,15,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,6,6,5,0,6,3,1,0,0,0,0,51,21,0,9,0,6,3,1,0,33,4,0,0,0,0,0,0,0,0,0
2916,TENNESSEE,Kingsport,53091,6174.0,263,941,126,5,0,0,0,0,0,12,27,1,2,39,8,0,8,9,0,363,137,610,35,7,147,219,139,0,9,3,4,834,500,10,246,110,413,135,50,18,418,275,0,0,0,0,15,1,0,0,35
2917,TENNESSEE,Kingston,5804,349.0,12,42,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,38,7,38,6,0,12,10,4,0,3,0,0,15,17,0,17,9,22,9,4,0,29,20,0,1,1,0,2,0,0,0,3
2918,TENNESSEE,Kingston Springs,2800,27.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,0,0,0,9,3,0,0,0,0,0,0,0,0,0
2919,TENNESSEE,Knoxville,185638,22730.0,1150,3249,458,22,0,1,5,5,0,48,143,28,4,80,26,6,20,16,6,1879,276,1752,138,3,221,268,239,0,4,32,8,3471,1224,26,1847,578,1429,761,383,36,1466,1140,0,0,2,0,10,105,3,8,154
2920,TENNESSEE,Lafayette,5075,365.0,25,54,4,0,0,0,0,0,0,1,0,0,0,3,2,0,2,0,0,28,6,23,1,0,12,3,0,0,1,0,0,46,16,1,12,13,10,8,3,1,56,29,0,0,0,0,0,0,0,0,5
2921,TENNESSEE,La Follette,7055,1107.0,35,140,55,1,0,0,0,0,0,5,1,0,0,4,3,0,3,0,0,131,12,83,3,0,3,5,22,0,0,0,0,40,124,0,36,4,65,15,6,0,183,118,0,0,0,0,0,4,0,1,5
2922,TENNESSEE,La Vergne,34678,2137.0,161,392,62,0,0,1,0,0,0,13,8,3,0,13,2,1,1,9,0,115,37,283,1,0,18,53,71,0,3,0,0,17,18,0,135,42,185,50,27,0,230,154,0,0,0,0,3,1,5,0,23
2923,TENNESSEE,Lawrenceburg,10514,1516.0,64,237,143,1,0,0,0,0,0,5,4,0,0,10,3,0,3,4,0,93,13,164,6,1,41,39,10,0,0,0,0,195,112,0,103,14,62,21,9,0,81,67,0,0,0,0,1,0,0,0,10
2924,TENNESSEE,Lebanon,30266,3115.0,193,529,84,5,0,0,0,0,0,3,8,3,9,11,2,0,2,2,2,166,81,265,33,0,141,128,55,0,0,3,1,225,238,8,223,17,118,52,38,1,271,147,0,0,0,0,1,0,0,0,50
2925,TENNESSEE,Lenoir City,9126,798.0,26,118,44,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,42,35,34,16,0,49,34,6,0,0,2,0,135,47,1,39,19,34,23,7,0,52,19,0,0,0,0,0,0,0,0,8
2926,TENNESSEE,Lewisburg,11434,776.0,206,65,13,1,0,0,0,0,0,1,7,0,0,6,2,0,2,4,0,77,21,70,0,0,2,9,9,0,0,0,0,59,47,2,19,0,76,9,2,0,53,12,0,0,0,0,1,0,0,0,1
2927,TENNESSEE,Lexington,7873,1041.0,45,217,117,0,0,0,0,0,0,1,3,0,0,5,0,0,0,1,0,45,17,85,3,0,23,12,19,0,0,0,2,64,65,1,28,5,61,12,5,2,150,47,0,0,0,0,0,0,0,0,6
2928,TENNESSEE,Livingston,4051,252.0,18,28,10,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,18,5,16,0,0,10,0,6,1,0,0,0,23,25,1,17,2,10,7,1,0,28,18,0,0,0,0,0,0,0,0,2
2929,TENNESSEE,Loretto,1739,43.0,2,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,1,2,0,0,0,0,1,1,0,0,0,2,3,0,0,4,2,0,0,0,0,0,0,0,0,1
2930,TENNESSEE,Loudon,5797,137.0,4,8,18,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,9,4,26,0,0,0,0,4,0,0,0,0,3,29,0,8,0,8,2,2,0,6,2,0,0,0,0,0,0,0,0,0
2931,TENNESSEE,Madisonville,4773,660.0,14,68,80,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,59,15,50,0,0,6,19,5,1,2,1,3,79,65,1,44,5,36,21,1,0,44,32,0,0,0,0,1,0,0,0,1
2932,TENNESSEE,Manchester,10404,1676.0,44,167,91,0,0,0,0,0,0,2,2,0,0,3,6,0,6,1,0,103,45,172,11,1,68,33,3,0,1,1,0,214,93,2,86,23,66,27,5,0,301,87,0,0,0,0,3,0,0,0,9
2933,TENNESSEE,Martin,11285,603.0,18,100,30,1,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,31,9,45,3,2,21,11,14,0,0,1,0,67,35,0,74,0,70,2,3,1,33,17,0,0,0,0,0,1,0,0,3
2934,TENNESSEE,Maryville,28541,1270.0,51,192,13,1,0,0,0,0,0,0,1,0,0,8,1,0,1,0,0,91,33,119,13,0,53,46,16,0,0,0,1,211,105,0,85,14,53,18,9,0,72,56,0,0,0,0,0,0,0,0,7
2935,TENNESSEE,Mason,1598,21.0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,3,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
